Workplace Zone Code,Supergroup Code,Supergroup Name,Group Code,Group Name
N19001039,F,Rural,F1,Town fringe countryside 
N19001040,D,Suburban services,D1,Non-metropolitan suburban areas
N19001041,F,Rural,F4,Traditional countryside
N19001042,D,Suburban services,D1,Non-metropolitan suburban areas
N19001043,D,Suburban services,D1,Non-metropolitan suburban areas
N19001044,F,Rural,F4,Traditional countryside
N19001045,D,Suburban services,D1,Non-metropolitan suburban areas
N19001046,G,Servants of society,G3,Large scale education
N19001047,A,Retail,A4,Traditional high streets
N19001048,F,Rural,F1,Town fringe countryside 
N19001049,G,Servants of society,G1,Public administration and security
N19001050,G,Servants of society,G1,Public administration and security
N19001051,D,Suburban services,D1,Non-metropolitan suburban areas
N19001052,G,Servants of society,G1,Public administration and security
N19001053,F,Rural,F1,Town fringe countryside 
N19001054,A,Retail,A1,Low density wholesale and retail
N19001055,D,Suburban services,D1,Non-metropolitan suburban areas
N19001056,F,Rural,F3,Rural with mining or quarrying
N19001057,D,Suburban services,D1,Non-metropolitan suburban areas
N19001058,F,Rural,F3,Rural with mining or quarrying
N19001059,F,Rural,F1,Town fringe countryside 
N19001060,F,Rural,F4,Traditional countryside
N19001061,F,Rural,F3,Rural with mining or quarrying
N19001062,G,Servants of society,G1,Public administration and security
N19001063,G,Servants of society,G3,Large scale education
N19001064,G,Servants of society,G3,Large scale education
N19001065,F,Rural,F4,Traditional countryside
N19001066,F,Rural,F4,Traditional countryside
N19001067,D,Suburban services,D1,Non-metropolitan suburban areas
N19001068,F,Rural,F4,Traditional countryside
N19001069,F,Rural,F1,Town fringe countryside 
N19001070,F,Rural,F1,Town fringe countryside 
N19001071,F,Rural,F3,Rural with mining or quarrying
N19001072,A,Retail,A2,Market squares
N19001073,F,Rural,F3,Rural with mining or quarrying
N19001074,F,Rural,F4,Traditional countryside
N19001075,F,Rural,F2,Accessible countryside
N19001076,F,Rural,F4,Traditional countryside
N19001077,F,Rural,F1,Town fringe countryside 
N19001078,F,Rural,F1,Town fringe countryside 
N19001079,F,Rural,F3,Rural with mining or quarrying
N19001080,F,Rural,F3,Rural with mining or quarrying
N19001081,F,Rural,F1,Town fringe countryside 
N19001082,F,Rural,F4,Traditional countryside
N19001083,F,Rural,F3,Rural with mining or quarrying
N19001084,F,Rural,F4,Traditional countryside
N19001085,F,Rural,F3,Rural with mining or quarrying
N19001086,F,Rural,F4,Traditional countryside
N19001087,D,Suburban services,D1,Non-metropolitan suburban areas
N19001088,F,Rural,F4,Traditional countryside
N19001089,F,Rural,F1,Town fringe countryside 
N19001090,F,Rural,F3,Rural with mining or quarrying
N19001091,F,Rural,F1,Town fringe countryside 
N19001092,F,Rural,F4,Traditional countryside
N19001093,F,Rural,F4,Traditional countryside
N19001094,F,Rural,F4,Traditional countryside
N19001095,F,Rural,F4,Traditional countryside
N19001096,F,Rural,F4,Traditional countryside
N19001097,F,Rural,F3,Rural with mining or quarrying
N19001098,G,Servants of society,G3,Large scale education
N19001099,F,Rural,F4,Traditional countryside
N19001100,F,Rural,F4,Traditional countryside
N19001101,D,Suburban services,D1,Non-metropolitan suburban areas
N19001102,F,Rural,F1,Town fringe countryside 
N19001103,D,Suburban services,D1,Non-metropolitan suburban areas
N19001104,F,Rural,F1,Town fringe countryside 
N19001105,F,Rural,F4,Traditional countryside
N19001106,D,Suburban services,D1,Non-metropolitan suburban areas
N19001107,D,Suburban services,D1,Non-metropolitan suburban areas
N19001108,E,Manufacturing and distribution,E4,"Manufacturing, energy and utilities"
N19001109,G,Servants of society,G3,Large scale education
N19001110,G,Servants of society,G1,Public administration and security
N19001111,E,Manufacturing and distribution,E1,Mining and quarrying facilities
N19001112,F,Rural,F3,Rural with mining or quarrying
N19001113,E,Manufacturing and distribution,E1,Mining and quarrying facilities
N19001114,F,Rural,F1,Town fringe countryside 
N19001115,F,Rural,F1,Town fringe countryside 
N19001116,F,Rural,F1,Town fringe countryside 
N19001117,F,Rural,F3,Rural with mining or quarrying
N19001118,F,Rural,F3,Rural with mining or quarrying
N19001119,F,Rural,F3,Rural with mining or quarrying
N19001120,F,Rural,F1,Town fringe countryside 
N19001121,F,Rural,F4,Traditional countryside
N19001122,F,Rural,F3,Rural with mining or quarrying
N19001123,F,Rural,F3,Rural with mining or quarrying
N19001124,F,Rural,F3,Rural with mining or quarrying
N19001125,F,Rural,F3,Rural with mining or quarrying
N19001126,F,Rural,F3,Rural with mining or quarrying
N19001127,D,Suburban services,D1,Non-metropolitan suburban areas
N19001128,F,Rural,F3,Rural with mining or quarrying
N19001129,F,Rural,F1,Town fringe countryside 
N19001130,F,Rural,F3,Rural with mining or quarrying
N19001131,F,Rural,F4,Traditional countryside
N19001132,F,Rural,F3,Rural with mining or quarrying
N19001133,F,Rural,F3,Rural with mining or quarrying
N19001134,F,Rural,F1,Town fringe countryside 
N19001135,D,Suburban services,D1,Non-metropolitan suburban areas
N19001136,F,Rural,F3,Rural with mining or quarrying
N19001137,F,Rural,F3,Rural with mining or quarrying
N19001138,F,Rural,F1,Town fringe countryside 
N19001139,F,Rural,F3,Rural with mining or quarrying
N19001140,F,Rural,F2,Accessible countryside
N19001141,F,Rural,F3,Rural with mining or quarrying
N19001142,F,Rural,F3,Rural with mining or quarrying
N19001143,F,Rural,F3,Rural with mining or quarrying
N19001144,F,Rural,F3,Rural with mining or quarrying
N19001145,F,Rural,F3,Rural with mining or quarrying
N19001146,F,Rural,F1,Town fringe countryside 
N19001147,F,Rural,F3,Rural with mining or quarrying
N19001148,F,Rural,F4,Traditional countryside
N19001149,F,Rural,F1,Town fringe countryside 
N19001150,F,Rural,F4,Traditional countryside
N19001151,F,Rural,F3,Rural with mining or quarrying
N19001152,E,Manufacturing and distribution,E1,Mining and quarrying facilities
N19001153,F,Rural,F1,Town fringe countryside 
N19001154,F,Rural,F4,Traditional countryside
N19001155,F,Rural,F3,Rural with mining or quarrying
N19001156,G,Servants of society,G3,Large scale education
N19001157,G,Servants of society,G3,Large scale education
N19001158,A,Retail,A1,Low density wholesale and retail
N19001159,G,Servants of society,G3,Large scale education
N19001160,A,Retail,A2,Market squares
N19001161,G,Servants of society,G1,Public administration and security
N19001162,A,Retail,A2,Market squares
N19001163,A,Retail,A4,Traditional high streets
N19001164,G,Servants of society,G2,Healthcare and public administration
N19001165,G,Servants of society,G3,Large scale education
N19001166,G,Servants of society,G2,Healthcare and public administration
N19001167,A,Retail,A2,Market squares
N19001168,G,Servants of society,G3,Large scale education
N19001169,E,Manufacturing and distribution,E4,"Manufacturing, energy and utilities"
N19001170,A,Retail,A4,Traditional high streets
N19001171,G,Servants of society,G1,Public administration and security
N19001172,G,Servants of society,G1,Public administration and security
N19001173,G,Servants of society,G1,Public administration and security
N19001174,A,Retail,A2,Market squares
N19001175,G,Servants of society,G1,Public administration and security
N19001176,G,Servants of society,G1,Public administration and security
N19001177,A,Retail,A4,Traditional high streets
N19001178,A,Retail,A2,Market squares
N19001179,G,Servants of society,G3,Large scale education
N19001180,F,Rural,F1,Town fringe countryside 
N19001181,F,Rural,F1,Town fringe countryside 
N19001182,F,Rural,F4,Traditional countryside
N19001183,F,Rural,F3,Rural with mining or quarrying
N19001184,F,Rural,F3,Rural with mining or quarrying
N19001185,F,Rural,F3,Rural with mining or quarrying
N19001186,F,Rural,F3,Rural with mining or quarrying
N19001187,F,Rural,F3,Rural with mining or quarrying
N19001188,F,Rural,F3,Rural with mining or quarrying
N19001189,F,Rural,F3,Rural with mining or quarrying
N19001190,F,Rural,F3,Rural with mining or quarrying
N19001191,F,Rural,F1,Town fringe countryside 
N19001192,F,Rural,F3,Rural with mining or quarrying
N19001193,F,Rural,F3,Rural with mining or quarrying
N19001194,F,Rural,F3,Rural with mining or quarrying
N19001195,F,Rural,F3,Rural with mining or quarrying
N19001196,F,Rural,F3,Rural with mining or quarrying
N19001197,F,Rural,F3,Rural with mining or quarrying
N19001198,F,Rural,F3,Rural with mining or quarrying
N19001199,F,Rural,F3,Rural with mining or quarrying
N19001200,F,Rural,F1,Town fringe countryside 
N19001201,F,Rural,F3,Rural with mining or quarrying
N19001202,F,Rural,F4,Traditional countryside
N19001203,F,Rural,F3,Rural with mining or quarrying
N19001204,F,Rural,F3,Rural with mining or quarrying
N19001205,F,Rural,F3,Rural with mining or quarrying
N19001206,F,Rural,F3,Rural with mining or quarrying
N19001207,F,Rural,F3,Rural with mining or quarrying
N19001208,F,Rural,F4,Traditional countryside
N19001209,F,Rural,F1,Town fringe countryside 
N19001210,D,Suburban services,D1,Non-metropolitan suburban areas
N19001211,F,Rural,F3,Rural with mining or quarrying
N19001212,F,Rural,F3,Rural with mining or quarrying
N19001213,F,Rural,F3,Rural with mining or quarrying
N19001214,F,Rural,F3,Rural with mining or quarrying
N19001215,F,Rural,F1,Town fringe countryside 
N19001216,F,Rural,F3,Rural with mining or quarrying
N19001217,F,Rural,F1,Town fringe countryside 
N19001218,F,Rural,F1,Town fringe countryside 
N19001219,F,Rural,F4,Traditional countryside
N19001220,F,Rural,F3,Rural with mining or quarrying
N19001221,F,Rural,F3,Rural with mining or quarrying
N19001222,F,Rural,F3,Rural with mining or quarrying
N19001223,F,Rural,F3,Rural with mining or quarrying
N19001224,F,Rural,F1,Town fringe countryside 
N19001225,F,Rural,F3,Rural with mining or quarrying
N19001226,F,Rural,F3,Rural with mining or quarrying
N19001227,F,Rural,F1,Town fringe countryside 
N19001228,F,Rural,F4,Traditional countryside
N19001229,F,Rural,F4,Traditional countryside
N19001230,E,Manufacturing and distribution,E4,"Manufacturing, energy and utilities"
N19001231,E,Manufacturing and distribution,E1,Mining and quarrying facilities
N19001232,E,Manufacturing and distribution,E4,"Manufacturing, energy and utilities"
N19001233,A,Retail,A2,Market squares
N19001234,A,Retail,A4,Traditional high streets
N19001235,A,Retail,A4,Traditional high streets
N19001236,A,Retail,A2,Market squares
N19001237,E,Manufacturing and distribution,E4,"Manufacturing, energy and utilities"
N19001238,E,Manufacturing and distribution,E4,"Manufacturing, energy and utilities"
N19001239,E,Manufacturing and distribution,E4,"Manufacturing, energy and utilities"
N19001240,F,Rural,F3,Rural with mining or quarrying
N19001241,D,Suburban services,D1,Non-metropolitan suburban areas
N19001242,F,Rural,F1,Town fringe countryside 
N19001243,G,Servants of society,G3,Large scale education
N19001244,F,Rural,F3,Rural with mining or quarrying
N19001245,F,Rural,F4,Traditional countryside
N19001246,F,Rural,F4,Traditional countryside
N19001247,F,Rural,F4,Traditional countryside
N19001248,F,Rural,F1,Town fringe countryside 
N19001249,E,Manufacturing and distribution,E4,"Manufacturing, energy and utilities"
N19001250,F,Rural,F1,Town fringe countryside 
N19001251,F,Rural,F1,Town fringe countryside 
N19001252,F,Rural,F3,Rural with mining or quarrying
N19001253,D,Suburban services,D1,Non-metropolitan suburban areas
N19001254,F,Rural,F3,Rural with mining or quarrying
N19001255,D,Suburban services,D1,Non-metropolitan suburban areas
N19001256,F,Rural,F1,Town fringe countryside 
N19001257,F,Rural,F1,Town fringe countryside 
N19001258,F,Rural,F4,Traditional countryside
N19001259,F,Rural,F3,Rural with mining or quarrying
N19001260,F,Rural,F1,Town fringe countryside 
N19001261,F,Rural,F3,Rural with mining or quarrying
N19001262,F,Rural,F1,Town fringe countryside 
N19001263,G,Servants of society,G3,Large scale education
N19001264,A,Retail,A1,Low density wholesale and retail
N19001265,A,Retail,A2,Market squares
N19001266,A,Retail,A2,Market squares
N19001267,D,Suburban services,D1,Non-metropolitan suburban areas
N19001268,D,Suburban services,D1,Non-metropolitan suburban areas
N19001269,F,Rural,F3,Rural with mining or quarrying
N19001270,F,Rural,F3,Rural with mining or quarrying
N19001271,F,Rural,F3,Rural with mining or quarrying
N19001272,F,Rural,F4,Traditional countryside
N19001273,F,Rural,F3,Rural with mining or quarrying
N19001274,F,Rural,F1,Town fringe countryside 
N19001275,D,Suburban services,D1,Non-metropolitan suburban areas
N19001276,F,Rural,F3,Rural with mining or quarrying
N19001277,F,Rural,F1,Town fringe countryside 
N19001278,F,Rural,F3,Rural with mining or quarrying
N19001279,F,Rural,F4,Traditional countryside
N19001280,F,Rural,F3,Rural with mining or quarrying
N19001281,F,Rural,F3,Rural with mining or quarrying
N19001282,F,Rural,F1,Town fringe countryside 
N19001283,G,Servants of society,G3,Large scale education
N19001284,F,Rural,F4,Traditional countryside
N19001285,F,Rural,F1,Town fringe countryside 
N19001286,F,Rural,F3,Rural with mining or quarrying
N19001287,F,Rural,F3,Rural with mining or quarrying
N19001288,F,Rural,F3,Rural with mining or quarrying
N19001289,F,Rural,F1,Town fringe countryside 
N19001290,G,Servants of society,G1,Public administration and security
